ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
655,8,8,0,0,0,0,1,0,1,2,0,32.888,18,0,12.95,12.95,LEGIT
683,19,19,0,0,1,1,0,0,2,3,1,-15.208,8,0,38.85,38.85,FRAUD
649,7,7,0,0,1,1,0,0,1,0,1,-7.816,18,5,12.95,12.95,FRAUD
614,8,8,0,0,1,1,1,0,2,3,1,37.624,9,9,10.36,10.36,FRAUD
630,9,9,0,0,0,1,1,0,1,3,0,12.664,17,0,38.85,38.85,LEGIT
166,8,8,0,0,1,1,1,0,1,3,1,49.944,10,0,12.95,12.95,LEGIT
128,19,19,0,0,1,0,0,0,1,2,0,39.056,14,2,12.95,12.95,LEGIT
644,5,5,0,0,1,1,0,0,1,3,0,24.584,24,0,12.95,12.95,FRAUD
386,14,14,0,0,0,0,1,0,2,3,0,-16.408,18,0,38.85,38.85,FRAUD
685,13,12,0,0,1,0,0,0,1,3,0,12.144,6,1,12.95,12.95,LEGIT
127,16,16,0,0,1,1,1,0,2,3,0,28.632,15,4,12.95,12.95,LEGIT
116,23,23,1,0,0,0,0,0,1,3,0,14.432,8,0,49.95,49.95,FRAUD
656,19,19,0,0,0,1,0,0,2,3,0,-54.304,10,0,12.95,12.95,FRAUD
386,21,21,0,0,1,1,1,0,1,3,0,25.88,25,0,38.85,38.85,FRAUD
101,14,14,0,0,1,1,1,0,1,2,0,-59.92,18,0,12.95,12.95,LEGIT
398,16,16,0,0,0,0,1,0,2,2,0,-26.648,20,3,59.4,59.4,LEGIT
667,23,23,0,0,0,1,0,0,1,3,0,45.072,22,0,38.85,38.85,FRAUD
428,21,21,0,0,0,1,1,0,1,3,1,21.76,17,0,12.95,12.95,LEGIT
649,20,20,0,0,0,1,1,0,5,3,1,42.712,9,0,31.08,31.08,FRAUD
683,17,17,0,0,0,0,0,0,1,0,0,9.336,25,0,38.85,38.85,FRAUD
685,18,18,0,0,1,0,0,0,1,2,0,21.24,9,9,12.95,12.95,LEGIT
669,15,15,0,0,1,0,0,0,1,3,0,-13.624,9,9,12.95,12.95,FRAUD
669,17,17,0,0,1,1,1,0,1,2,1,12.216,9,9,12.95,12.95,FRAUD
683,13,13,0,0,0,0,0,0,1,3,1,-8.504,7,1,10.36,10.36,FRAUD
669,10,10,0,0,1,0,0,0,1,3,0,26.808,7,2,10.36,10.36,FRAUD
687,13,13,0,0,0,0,0,0,1,2,1,48.864,23,0,38.85,38.85,FRAUD
369,23,23,1,0,0,0,0,0,1,3,1,36.08,19,0,12.95,12.95,LEGIT
606,20,20,0,0,1,0,0,0,1,3,0,32,7,0,12.95,12.95,LEGIT
683,15,16,0,0,0,0,1,0,1,2,0,-42.424,23,4,25.9,25.9,FRAUD
683,19,19,0,0,1,1,0,0,1,3,1,39.928,7,0,12.95,12.95,FRAUD
693,23,22,0,0,1,1,1,0,2,3,1,-5.088,19,0,12.95,12.95,LEGIT
685,17,17,1,0,1,0,0,0,2,4,1,8.256,9,0,12.95,12.95,FRAUD
601,22,22,0,0,0,1,0,0,1,3,1,59.032,17,0,38.85,38.85,LEGIT
672,19,19,0,0,0,0,0,0,1,2,0,-42.352,12,4,10.36,10.36,FRAUD
614,18,18,0,0,1,1,0,0,4,3,0,30.312,22,2,31.08,31.08,LEGIT
110,14,14,0,0,1,0,1,0,1,3,0,24.896,8,6,38.85,38.85,LEGIT
685,20,20,0,0,0,0,0,0,2,3,0,-15.656,22,0,12.95,12.95,LEGIT
672,9,9,0,0,1,0,0,0,1,2,0,0.952,9,9,12.95,12.95,FRAUD
667,14,14,0,0,0,1,1,0,1,2,0,44.616,16,0,12.95,12.95,FRAUD
602,21,21,0,0,1,1,1,0,2,2,1,4.304,21,0,12.95,12.95,FRAUD
649,11,11,0,0,0,1,1,0,1,3,0,26.784,21,0,12.95,12.95,FRAUD
655,11,11,1,0,0,1,1,0,1,3,0,-107.328,7,0,38.85,38.85,LEGIT
667,8,8,1,0,0,0,1,0,1,3,1,60.2,14,0,12.95,12.95,FRAUD
112,18,17,0,0,1,1,0,0,1,2,0,9.536,15,0,12.95,12.95,FRAUD
602,11,11,0,0,0,1,1,0,2,2,1,48.408,6,0,12.95,12.95,FRAUD
655,12,12,1,0,0,0,0,0,1,3,1,36.112,31,0,38.85,38.85,LEGIT
689,19,20,1,0,0,0,0,0,2,3,1,37.08,6,0,38.85,38.85,FRAUD
125,19,19,0,0,0,0,0,0,1,0,1,-78.928,22,6,12.95,12.95,FRAUD
110,12,12,0,0,0,0,0,0,1,3,0,32.888,15,0,38.85,38.85,LEGIT
683,11,11,0,0,0,0,0,0,1,3,0,1.968,26,0,38.85,38.85,FRAUD
648,12,12,0,0,1,1,1,0,1,2,1,20.28,9,9,12.95,12.95,LEGIT
601,18,18,1,0,0,0,0,0,1,3,0,48.968,18,3,12.95,12.95,LEGIT
675,19,19,0,0,1,0,1,0,1,2,0,22.888,12,0,38.85,38.85,FRAUD
614,10,10,0,0,0,0,0,0,1,3,0,31.704,25,0,38.85,38.85,LEGIT
127,17,17,0,0,1,0,1,0,1,3,1,27.864,14,0,38.85,38.85,FRAUD
650,12,12,0,0,1,1,1,0,1,3,1,14.888,25,0,10.36,10.36,LEGIT
101,13,13,1,0,1,0,0,0,2,3,0,30.008,6,0,12.95,12.95,LEGIT
649,18,18,0,0,0,1,1,0,1,3,1,7.896,18,0,49.95,49.95,FRAUD
625,14,14,0,0,0,1,1,0,1,3,1,-15.296,21,0,12.95,12.95,LEGIT
649,7,8,0,0,1,1,1,0,1,2,0,-76.056,21,3,20.72,20.72,FRAUD
649,6,6,0,0,0,1,1,0,1,2,1,20.824,20,1,38.85,38.85,LEGIT
672,10,10,0,0,1,1,0,0,2,3,1,18.288,9,2,12.95,12.95,LEGIT
166,18,18,0,0,1,0,0,0,1,3,0,33.912,8,1,10.36,10.36,FRAUD
669,10,10,0,0,0,0,0,0,1,3,1,2.2,10,0,38.85,38.85,FRAUD
398,12,12,0,0,1,0,0,0,1,3,1,16.736,7,0,38.85,38.85,LEGIT
105,12,12,0,1,1,0,0,0,1,3,1,-20.304,9,0,12.95,12.95,FRAUD
679,19,19,0,0,0,0,0,0,1,3,0,45.376,19,3,12.95,12.95,FRAUD
685,8,8,0,0,1,1,0,0,1,2,0,12.888,9,9,12.95,12.95,LEGIT
308,10,10,0,0,1,1,0,0,1,3,0,47.568,11,4,38.85,38.85,LEGIT
693,14,14,0,0,0,0,1,0,1,1,1,22.632,24,0,12.95,12.95,LEGIT
693,18,18,0,0,1,1,1,0,1,3,1,7.584,8,1,38.85,38.85,LEGIT
685,15,16,0,0,0,1,1,0,1,3,0,-53.208,6,6,38.85,38.85,LEGIT
685,13,13,0,0,1,0,0,0,1,3,0,14.344,11,0,49.95,49.95,FRAUD
685,14,14,0,0,1,0,0,0,3,3,1,-27.12,20,0,12.95,12.95,FRAUD
166,20,20,0,0,0,1,0,0,1,3,0,34.656,21,0,25.9,25.9,FRAUD
672,10,10,1,0,0,1,0,0,3,2,1,58.384,11,0,38.85,38.85,FRAUD
398,14,14,0,0,1,1,0,0,1,2,0,-72.888,10,0,12.95,12.95,FRAUD
355,16,16,0,0,1,0,1,0,1,3,1,-5.224,8,0,12.95,12.95,LEGIT
398,21,21,0,0,0,1,0,0,1,3,0,-30.64,17,0,38.85,38.85,LEGIT
649,14,14,0,0,1,0,1,0,1,3,0,43.288,9,5,12.95,12.95,FRAUD
103,0,0,0,0,1,0,1,0,1,3,1,-10.144,6,0,25.9,25.9,LEGIT
166,19,19,0,0,1,1,0,0,1,3,1,31.976,7,4,38.85,38.85,LEGIT
630,9,9,0,0,1,0,0,0,1,0,1,8.176,14,0,38.85,38.85,FRAUD
648,4,4,0,0,1,0,0,0,2,4,1,30.936,7,4,12.95,12.95,LEGIT
648,9,9,0,0,1,0,0,0,2,4,0,-20.56,9,0,0,0,FRAUD
601,14,14,0,0,1,1,1,0,1,3,0,13.344,8,2,12.95,12.95,LEGIT
667,22,22,0,0,0,0,1,0,1,3,1,-78.872,14,0,31.08,31.08,FRAUD
121,12,12,0,0,0,0,0,0,1,2,1,21.416,10,0,38.85,38.85,FRAUD
104,15,15,0,0,0,0,0,0,1,4,1,24.136,16,0,0,0,FRAUD
630,16,16,0,0,1,1,0,0,1,3,0,-2.976,9,1,12.95,12.95,LEGIT
656,17,17,0,0,1,1,1,0,1,3,0,17.808,9,0,12.95,12.95,FRAUD
655,15,15,1,0,1,1,0,0,1,2,0,54.816,8,0,12.95,12.95,FRAUD
648,9,9,0,0,0,0,0,0,1,3,1,23.504,11,0,12.95,12.95,LEGIT
602,12,12,0,0,1,0,0,0,1,2,1,24.408,12,0,31.08,31.08,FRAUD
675,7,7,0,0,1,0,0,0,1,0,0,-28.52,10,2,12.95,12.95,LEGIT
634,12,12,1,0,0,0,0,0,1,0,1,19.464,16,0,12.95,12.95,LEGIT
634,15,15,0,0,1,1,0,0,2,3,1,36.672,6,2,20.72,20.72,FRAUD
649,9,9,0,0,0,0,0,0,1,2,1,0.568,24,4,12.95,12.95,FRAUD
432,14,14,0,0,0,1,1,0,3,3,0,19.736,20,0,38.85,38.85,LEGIT
420,15,15,0,0,1,0,0,0,1,3,1,44.96,8,0,38.85,38.85,FRAUD
669,11,11,0,0,0,0,0,0,2,3,0,-21.624,20,0,12.95,12.95,FRAUD
683,10,10,1,0,0,1,1,0,1,4,1,-20.76,16,2,0,0,FRAUD
614,8,8,0,0,1,0,1,0,1,0,1,-17.544,10,1,38.85,38.85,LEGIT
669,22,22,0,0,0,0,0,0,1,3,1,26.792,26,0,12.95,12.95,FRAUD
110,12,12,1,0,1,0,0,0,2,0,0,-11.264,11,0,12.95,12.95,LEGIT
655,9,9,0,0,0,1,1,0,2,3,0,30.704,8,0,11.65,11.65,FRAUD
685,17,17,0,0,0,1,0,0,1,3,0,-16.944,9,0,38.85,38.85,FRAUD
683,7,7,0,0,1,0,0,1,2,2,0,-72.624,9,9,12.95,12.95,FRAUD
649,20,20,0,0,0,1,0,0,1,3,1,37.84,9,2,49.95,49.95,LEGIT
649,16,16,0,0,0,0,0,0,1,3,0,-20.84,18,0,38.85,38.85,LEGIT
102,11,11,1,0,1,1,1,0,1,3,1,-18.608,6,0,12.95,12.95,LEGIT
667,20,20,0,0,0,1,1,0,1,2,0,-9.592,22,0,38.85,38.85,FRAUD
614,7,7,0,0,0,1,1,0,1,3,1,20.16,22,0,38.85,38.85,LEGIT
683,15,15,0,0,1,0,0,0,1,3,0,15.256,12,0,38.85,38.85,FRAUD
683,15,15,0,0,1,1,1,0,1,2,1,25.448,10,4,38.85,38.85,FRAUD
649,19,19,0,0,0,0,0,0,1,3,0,57.536,25,0,12.95,12.95,FRAUD
685,1,1,0,0,0,0,1,0,6,3,0,-52.504,10,2,38.85,38.85,FRAUD
614,6,6,0,0,0,0,0,0,1,2,0,-46.256,17,0,38.85,38.85,FRAUD
166,14,14,0,0,1,1,1,0,1,3,1,12.816,17,0,12.95,12.95,LEGIT
655,10,10,1,0,1,0,0,0,1,2,1,17.4,8,0,38.85,38.85,LEGIT
109,12,12,0,0,1,0,0,0,1,3,0,-14.76,25,0,12.95,12.95,LEGIT
614,10,10,0,0,0,0,0,0,1,3,0,-11.288,25,0,38.85,38.85,LEGIT
119,0,0,0,0,0,0,0,0,1,2,0,18.4,21,0,12.95,12.95,LEGIT
121,16,16,0,0,1,0,1,0,3,2,0,17.864,17,4,10.36,10.36,FRAUD
369,23,23,0,0,1,1,0,0,1,2,1,0.528,22,0,12.95,12.95,LEGIT
693,11,11,0,0,1,1,0,0,1,2,0,12.04,6,2,39.96,39.96,LEGIT
656,5,5,0,0,1,0,0,0,2,3,0,30.936,10,4,10.36,10.36,FRAUD
680,22,22,0,0,0,0,1,0,2,0,0,13.856,6,0,31.08,31.08,LEGIT
102,20,20,1,0,0,0,0,0,1,3,1,-6.64,16,0,12.95,12.95,LEGIT
114,19,19,0,0,0,1,0,0,2,3,0,39.112,10,2,12.95,12.95,LEGIT
601,14,14,0,0,1,1,1,0,1,1,0,17.608,11,0,59.4,59.4,LEGIT
656,18,18,0,0,0,0,0,0,1,4,1,45.12,21,1,0,0,FRAUD
679,14,14,0,0,0,1,0,0,1,3,1,38.952,9,0,12.95,12.95,FRAUD
679,20,20,0,0,1,1,1,0,1,2,0,-21.952,7,2,38.85,38.85,FRAUD
685,21,21,0,0,0,0,0,0,2,3,0,-3.968,9,0,12.95,12.95,FRAUD
600,17,17,1,0,0,1,1,0,1,3,0,18.472,25,0,38.85,38.85,LEGIT
119,9,9,0,0,0,0,0,0,2,2,1,27.624,21,0,38.85,38.85,LEGIT
398,10,10,0,0,0,1,1,0,1,3,0,-20.848,20,1,38.85,38.85,LEGIT
672,16,16,0,0,1,1,1,0,1,1,1,39.952,9,0,12.95,12.95,LEGIT
398,7,7,1,0,0,1,1,0,1,2,0,40.496,9,2,49.95,49.95,LEGIT
655,12,12,0,0,1,1,0,0,1,2,1,25.288,10,2,12.95,12.95,LEGIT
690,11,11,0,0,1,0,0,0,1,2,0,-16.688,9,0,38.85,38.85,FRAUD
601,18,18,0,0,1,1,1,0,2,2,0,4.688,21,5,12.95,12.95,LEGIT
648,15,15,1,0,1,0,0,0,2,2,0,9.352,16,0,12.95,12.95,LEGIT
420,11,11,0,0,0,0,0,0,1,2,0,30.312,28,0,12.95,12.95,FRAUD
614,19,19,0,0,0,0,0,0,1,3,0,59.992,20,3,12.95,12.95,LEGIT
119,14,14,0,0,0,0,0,0,1,0,0,-45.728,31,0,38.85,38.85,FRAUD
390,14,14,0,0,0,1,1,0,1,1,0,-17.4,17,0,38.85,38.85,FRAUD
683,11,11,1,0,0,1,1,0,2,3,0,-9.904,11,0,31.08,31.08,FRAUD
109,22,22,0,0,0,1,0,0,1,0,0,-13.88,26,0,25.9,25.9,LEGIT
649,13,13,0,0,1,0,0,0,1,3,0,47.824,8,2,12.95,12.95,FRAUD
600,1,1,0,0,1,0,0,0,1,2,0,-31.632,7,0,12.95,12.95,LEGIT
683,9,9,0,0,0,0,1,0,1,3,1,29.944,23,0,38.85,38.85,FRAUD
308,19,19,0,0,1,1,1,0,1,0,0,23.096,25,0,12.95,12.95,LEGIT
683,19,19,0,0,1,0,1,0,1,0,1,37.608,7,1,12.95,12.95,FRAUD
667,19,19,0,0,0,0,1,0,1,3,0,-43.68,14,3,12.95,12.95,FRAUD
679,22,22,0,0,1,0,0,0,2,3,0,-9.008,19,0,11.01,11.01,FRAUD
602,21,21,0,0,0,0,0,0,1,2,0,39.016,22,0,12.95,12.95,LEGIT
118,15,15,1,0,1,1,1,0,1,2,1,32.496,20,0,12.95,12.95,FRAUD
105,1,1,1,0,1,1,1,0,1,2,0,23.536,9,9,12.95,12.95,LEGIT
649,15,15,1,0,0,0,0,0,1,2,1,-7.752,12,0,38.85,38.85,FRAUD
685,9,9,0,0,0,1,1,0,1,0,1,3.472,17,1,49.95,49.95,FRAUD
649,10,11,0,0,0,0,0,0,1,3,0,24.624,8,4,38.85,38.85,FRAUD
675,15,15,0,0,0,0,0,0,1,3,1,-1.552,13,0,12.95,12.95,LEGIT
655,19,19,0,0,0,0,0,0,1,2,0,-33.624,16,2,38.85,38.85,LEGIT
670,20,20,0,0,1,0,0,0,2,2,1,-12.744,11,4,31.08,31.08,LEGIT
430,10,10,0,0,1,0,0,0,2,3,1,43.36,22,0,12.95,12.95,LEGIT
127,11,11,0,0,1,0,0,0,2,0,0,-69.376,10,0,12.95,12.95,LEGIT
420,11,11,0,0,0,1,0,0,1,3,0,38.56,9,0,38.85,38.85,LEGIT
109,13,13,1,0,0,0,0,0,1,3,0,38.968,21,0,12.95,12.95,FRAUD
669,14,14,0,0,1,0,0,0,1,2,0,-21.704,9,9,12.95,12.95,FRAUD
649,23,23,0,0,0,1,1,0,1,3,1,-32.28,16,0,12.95,12.95,FRAUD
685,21,21,0,0,1,1,0,0,1,1,1,-14.64,9,9,12.95,12.95,LEGIT
649,14,14,0,0,0,0,0,0,1,4,1,31.232,22,2,0,0,FRAUD
122,12,12,0,0,0,0,0,0,1,2,1,42.672,21,2,38.85,38.85,FRAUD
669,11,11,0,0,0,0,1,0,1,0,0,-4.2,16,0,12.95,12.95,FRAUD
655,20,20,0,0,1,0,0,0,1,0,0,28.008,10,3,10.36,10.36,FRAUD
679,4,4,1,0,0,0,1,0,2,2,0,47.992,20,0,38.85,38.85,FRAUD
685,16,16,0,0,1,0,0,0,2,2,0,-35.776,9,0,12.95,12.95,FRAUD
675,12,12,0,0,0,0,0,0,2,0,0,-8.824,7,0,11.01,11.01,LEGIT
124,22,22,1,0,1,0,0,0,1,3,1,23.024,7,0,38.85,38.85,LEGIT
107,11,11,0,0,0,0,0,0,1,2,1,50.208,26,0,10.36,10.36,LEGIT
115,14,14,1,0,1,1,0,0,1,3,1,35.608,19,2,38.85,38.85,FRAUD
683,9,9,1,0,1,1,0,0,1,3,0,29.048,23,0,38.85,38.85,FRAUD
672,16,15,0,0,0,0,0,0,1,3,0,18.608,36,0,12.95,12.95,LEGIT
355,0,23,0,0,0,1,0,0,2,2,1,44.56,10,0,12.95,12.95,LEGIT
685,17,17,0,0,1,1,1,0,1,2,0,23.808,9,0,38.85,38.85,LEGIT
600,13,13,1,0,0,1,1,1,1,4,1,13.2,8,0,12.95,12.95,FRAUD
683,8,8,0,0,0,1,0,0,1,3,1,-22.08,26,0,33.03,33.03,FRAUD
362,16,16,0,0,1,0,0,0,1,3,0,-7.6,9,0,12.95,12.95,FRAUD
655,12,12,0,0,0,1,0,0,1,2,1,20.912,21,4,38.85,38.85,LEGIT
672,7,7,0,0,0,1,0,0,2,0,0,10.976,18,0,38.85,38.85,FRAUD
629,21,21,0,0,1,1,1,0,1,3,0,-27.56,8,0,38.85,38.85,LEGIT
356,21,21,0,0,1,0,0,0,2,3,0,20.616,13,0,12.95,12.95,LEGIT
648,13,13,0,0,0,1,1,0,1,4,0,42.264,11,0,12.95,12.95,FRAUD
369,18,18,0,0,1,1,0,0,2,0,0,-35.048,9,0,12.95,12.95,LEGIT
683,8,8,0,0,1,0,0,0,1,2,0,4.44,21,0,31.08,31.08,FRAUD
116,14,14,1,0,1,0,0,0,1,3,0,10.856,9,9,20.72,20.72,LEGIT
649,8,8,0,0,0,0,0,0,1,3,0,-23.08,23,0,44.85,44.85,FRAUD
308,9,9,0,0,0,0,0,0,2,2,0,-38.944,15,1,49.95,49.95,FRAUD
166,20,20,0,0,1,0,0,0,1,3,1,35.184,10,2,11.01,11.01,FRAUD
386,8,8,0,0,1,0,0,0,1,3,0,37.312,9,8,38.85,38.85,LEGIT
675,21,21,0,0,1,0,0,0,1,3,0,13.52,7,0,49.95,49.95,FRAUD
125,16,16,0,0,0,1,1,0,1,2,0,-8.44,20,0,10.36,10.36,LEGIT
102,22,22,1,0,1,1,1,0,1,3,1,34.992,22,0,10.36,10.36,FRAUD
670,11,11,0,0,1,0,1,0,1,3,0,40.36,17,0,10.36,10.36,FRAUD
614,14,14,0,0,0,1,0,0,2,1,1,-28.52,17,0,38.85,38.85,FRAUD
428,23,23,0,0,0,1,0,0,1,3,0,53.656,18,0,12.95,12.95,FRAUD
430,9,9,0,0,0,0,0,0,1,2,1,35.264,19,0,38.85,38.85,LEGIT
308,13,13,0,0,0,1,1,0,1,3,1,-0.992,15,4,12.95,12.95,LEGIT
428,11,11,0,0,1,0,0,0,1,3,1,31.968,25,0,38.85,38.85,LEGIT
102,23,23,0,0,0,0,0,0,1,0,0,20.28,22,0,12.95,12.95,LEGIT
648,18,18,0,0,0,1,1,0,1,3,0,24.112,17,4,38.85,38.85,FRAUD
104,23,23,0,0,1,0,0,0,2,3,1,-35.656,9,3,25.9,25.9,FRAUD
670,19,19,0,0,0,0,0,0,1,3,0,-81.336,28,0,12.95,12.95,FRAUD
120,14,14,0,0,0,1,1,0,1,2,1,-64.584,18,1,38.85,38.85,LEGIT
685,20,20,0,0,1,1,1,0,1,3,0,5.664,10,0,12.95,12.95,LEGIT
118,23,23,0,0,1,0,0,0,2,3,1,-35.656,9,3,25.9,25.9,FRAUD
667,16,16,0,0,1,1,0,0,1,3,0,36.832,8,2,12.95,12.95,FRAUD
128,23,23,0,0,1,1,1,0,1,2,0,-25.208,11,4,38.85,38.85,LEGIT
112,19,19,0,0,1,1,0,0,1,3,1,25.152,9,9,38.85,38.85,LEGIT
647,14,14,0,0,1,1,1,0,2,3,0,14.312,7,1,12.95,12.95,LEGIT
122,15,15,0,0,1,0,1,0,1,3,1,-16.64,8,0,10.36,10.36,FRAUD
656,11,11,0,0,0,1,1,0,1,3,1,13.744,25,0,38.85,38.85,FRAUD
672,9,9,0,0,0,0,0,0,2,2,1,18.872,18,1,38.85,38.85,LEGIT
398,13,13,1,0,1,0,0,0,3,0,0,34.648,8,3,31.08,31.08,LEGIT
614,6,6,0,0,1,0,0,0,1,2,0,-43.496,8,0,10.36,10.36,LEGIT
120,18,18,0,0,1,0,0,0,1,2,0,-13.6,6,0,38.85,38.85,FRAUD
625,12,12,0,0,1,1,0,0,1,3,0,12.312,9,0,38.85,38.85,FRAUD
664,5,5,0,0,0,1,1,0,1,3,1,-32.072,21,3,49.95,49.95,FRAUD
193,2,2,0,0,0,0,0,0,2,3,0,15.36,7,0,11.01,11.01,FRAUD
648,15,15,0,0,1,1,0,0,1,3,0,41.84,6,2,25.9,25.9,FRAUD
112,13,13,0,0,0,1,1,0,2,3,1,1.056,18,1,38.85,38.85,FRAUD
672,12,12,1,0,0,0,0,0,1,2,1,18.8,22,0,38.85,38.85,FRAUD
614,22,22,0,0,1,0,0,0,2,3,1,0.448,13,2,12.95,12.95,LEGIT
625,14,14,0,0,0,0,0,0,1,3,1,41.216,14,0,12.95,12.95,LEGIT
103,17,17,1,0,1,1,1,0,1,3,0,-3.192,20,5,12.95,12.95,FRAUD
685,14,15,0,0,0,0,0,0,1,4,1,-0.944,10,0,38.85,38.85,LEGIT
114,23,23,1,0,1,0,1,0,1,3,1,-32.728,7,0,59.4,59.4,FRAUD
398,10,10,0,0,0,1,0,0,1,3,0,-0.744,17,2,12.95,12.95,LEGIT
123,13,13,1,0,0,1,1,0,1,3,1,60.816,19,0,38.85,38.85,LEGIT
114,1,1,0,0,0,1,0,0,1,3,0,-2.136,16,1,12.95,12.95,LEGIT
669,9,9,0,0,1,1,1,0,2,3,1,29.848,20,4,12.95,12.95,FRAUD
685,21,21,0,0,0,1,0,0,1,3,0,17.048,24,4,38.85,38.85,LEGIT
109,13,13,0,0,0,1,0,0,2,2,0,-22.288,21,0,38.85,38.85,LEGIT
683,17,17,0,0,0,1,0,0,1,3,1,29.992,22,0,49.95,49.95,FRAUD
124,16,16,0,0,1,1,1,0,1,0,1,-30.56,11,0,25.9,25.9,FRAUD
670,1,1,1,0,0,1,1,0,1,2,0,41.648,21,6,49.95,49.95,FRAUD
648,6,6,1,0,1,0,0,0,2,2,0,9.352,16,0,12.95,12.95,FRAUD
649,21,21,0,0,1,1,0,0,1,3,1,40.216,6,3,12.95,12.95,FRAUD
102,8,8,0,0,0,1,1,0,2,3,0,-8.832,21,0,39.96,39.96,FRAUD
603,16,16,0,0,0,0,0,0,1,2,0,-49.408,10,1,12.95,12.95,FRAUD
649,12,12,0,0,1,0,0,0,3,2,0,36.216,6,3,38.85,38.85,FRAUD
398,15,15,0,0,0,1,1,0,1,2,1,-25.568,22,0,12.95,12.95,FRAUD
683,14,14,0,0,1,0,0,0,1,3,1,32.432,8,0,12.95,12.95,FRAUD
108,22,22,0,0,1,0,0,0,1,2,0,43.904,10,0,38.85,38.85,LEGIT
649,23,23,0,0,0,1,1,0,1,4,0,14.816,9,9,59.95,59.95,FRAUD
614,9,9,0,0,1,1,1,0,3,3,0,-36.048,9,3,10.36,10.36,LEGIT
428,14,14,0,0,1,1,0,0,1,3,0,-53.2,12,2,25.9,25.9,FRAUD
683,17,17,1,0,0,1,0,0,1,2,1,28.616,28,0,38.85,38.85,FRAUD
112,14,14,0,0,0,1,1,0,1,3,0,5.664,21,2,12.95,12.95,LEGIT
113,18,18,0,0,0,1,0,0,1,3,0,-52.952,16,2,12.95,12.95,LEGIT
614,21,21,0,0,0,0,0,0,2,3,0,12.056,6,0,12.95,12.95,LEGIT
685,23,23,0,0,0,1,1,0,1,0,1,-7.176,22,0,38.85,38.85,LEGIT
115,14,13,0,0,1,0,0,0,1,3,0,50.832,12,2,10.36,10.36,LEGIT
655,19,19,0,0,0,1,0,0,2,2,1,12.472,11,0,25.9,25.9,LEGIT
107,22,22,0,0,1,1,0,0,1,2,1,37.464,9,1,24.95,24.95,LEGIT
655,12,12,0,0,1,0,1,0,1,2,1,12,7,4,38.85,38.85,LEGIT
428,10,10,0,0,0,1,1,0,1,2,0,27.224,23,0,38.85,38.85,FRAUD
685,9,9,1,0,0,1,1,0,1,3,1,8.48,21,0,25.9,25.9,LEGIT
648,10,10,1,0,0,1,1,0,1,4,1,19.936,6,0,38.85,38.85,FRAUD
114,9,9,0,0,0,1,1,0,1,3,0,-35.792,20,0,49.95,49.95,FRAUD
644,11,11,1,0,0,1,1,0,2,4,0,-58.784,10,0,0,0,LEGIT
614,8,8,0,0,0,0,0,0,1,2,0,7.432,12,0,49.95,49.95,LEGIT
667,21,21,0,0,1,1,0,0,1,3,0,36.832,8,2,12.95,12.95,FRAUD
111,15,15,1,0,1,1,1,0,1,3,0,27.976,17,3,12.95,12.95,LEGIT
116,0,0,1,0,1,0,0,0,1,3,0,21.64,19,0,38.85,38.85,FRAUD
649,11,11,0,0,1,1,0,0,1,3,0,25.472,18,0,12.95,12.95,FRAUD
128,20,20,0,0,1,0,0,0,1,2,0,35.712,6,0,49.95,49.95,FRAUD
687,18,18,0,0,0,0,0,0,3,3,1,-2.68,11,0,12.95,12.95,LEGIT
121,22,22,0,0,1,1,1,0,2,2,0,41.024,27,0,38.85,38.85,FRAUD
669,12,12,0,0,0,0,0,0,1,0,0,-56.608,21,0,38.85,38.85,FRAUD
685,20,20,0,0,0,1,1,0,1,3,1,49.424,21,2,38.85,38.85,LEGIT
685,7,7,0,0,0,0,0,0,1,2,0,23.216,18,0,36.26,36.26,FRAUD
655,13,13,0,0,1,0,0,0,1,2,0,42.072,8,0,12.95,12.95,FRAUD
118,20,20,0,0,0,1,1,0,1,2,0,-136.896,25,2,12.95,12.95,LEGIT
453,16,16,1,0,1,0,0,0,2,2,0,2.496,6,0,12.95,12.95,FRAUD
600,7,7,0,0,1,1,1,0,1,2,0,-10.768,29,4,12.95,12.95,FRAUD
128,13,13,0,0,0,1,0,0,1,0,0,-95.968,18,3,12.95,12.95,FRAUD
667,22,22,0,0,1,0,0,0,3,2,0,-11.184,8,3,12.95,12.95,FRAUD
369,7,7,0,0,0,1,1,0,1,3,0,9.824,26,0,38.85,38.85,LEGIT
102,13,13,0,1,1,0,0,0,1,3,1,-20.304,9,0,12.95,12.95,LEGIT
355,17,17,0,0,1,1,0,0,1,2,0,7.32,9,4,38.85,38.85,FRAUD
614,16,16,0,0,0,1,0,0,1,3,1,-20.2,18,0,12.95,12.95,LEGIT
679,23,23,0,0,1,1,0,0,1,3,1,-46.304,17,0,38.85,38.85,FRAUD
670,12,12,0,0,0,1,0,0,1,4,0,-22.52,8,1,49.95,49.95,FRAUD
655,9,9,0,0,1,0,0,0,1,3,1,25.368,22,5,38.85,38.85,LEGIT
648,3,3,0,0,1,0,0,0,1,4,0,19.112,11,0,0,0,FRAUD
693,7,7,0,0,1,1,0,0,1,0,0,5.632,20,0,12.95,12.95,LEGIT
672,10,10,0,0,0,1,0,0,2,3,1,17.08,25,0,49.95,49.95,FRAUD
